Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
131,Fair Oaks,Sacramento Valley,Dec 2022,0.74, ,12.46, ,128, ,9.1,K,53.6,K,38.8, ,45.5,K,98, ,68, ,87,K,41.8,K,3.1,K,48.0, 
135,Blythe NE,Imperial/Coachella Valley,Jan 2022,,N,0.00, ,302, ,5.4, ,69.7, ,36.0, ,52.2, ,69, ,21, ,40, ,28.3, ,3.5, ,54.1, 
135,Blythe NE,Imperial/Coachella Valley,Feb 2022,,N,0.06, ,409,K,5.0,K,72.1,K,36.7,K,54.9,K,62, ,17, ,34,K,26.3,K,4.1,K,57.2, 
135,Blythe NE,Imperial/Coachella Valley,Mar 2022,,N,0.07, ,522,K,6.2,K,81.2,K,45.5,K,63.8, ,61, ,14, ,31,K,31.2,K,3.6, ,66.2, 
135,Blythe NE,Imperial/Coachella Valley,Apr 2022,,N,0.00, ,632,K,7.6,K,89.0, ,50.9,K,71.4, ,63, ,12, ,29,K,36.5,K,3.9, ,77.5,K
135,Blythe NE,Imperial/Coachella Valley,May 2022,,N,0.00, ,719,K,9.3,K,96.2, ,57.7,K,78.4, ,64, ,11, ,28,K,42.2,K,3.8, ,85.7, 
135,Blythe NE,Imperial/Coachella Valley,Jun 2022,,N,0.00, ,717,K,13.6,K,106.9, ,68.1,K,89.0,K,63, ,12, ,29,K,51.9,K,4.0, ,94.1, 
135,Blythe NE,Imperial/Coachella Valley,Jul 2022,,N,0.06,K,628, ,17.8, ,109.6,K,76.9, ,93.8,K,62, ,17, ,33,K,59.2,K,3.7,K,102.4, 
135,Blythe NE,Imperial/Coachella Valley,Aug 2022,,N,1.31, ,568, ,24.5, ,106.1,K,78.0, ,91.9,K,80,K,28,K,49,K,69.3,K,2.5,K,99.8, 
135,Blythe NE,Imperial/Coachella Valley,Sep 2022,,N,0.08, ,495, ,20.0, ,103.0, ,73.1,K,87.7,K,75, ,24, ,44,K,62.8,K,2.6, ,93.8, 
135,Blythe NE,Imperial/Coachella Valley,Oct 2022,,N,0.59, ,414,K,14.0, ,89.2, ,58.9,K,73.1, ,79, ,25, ,48, ,51.5, ,2.7, ,79.4,K
135,Blythe NE,Imperial/Coachella Valley,Nov 2022,,N,0.00, ,326, ,6.5,K,71.7,K,39.3, ,55.1, ,74, ,22, ,43,K,32.4,K,3.2, ,61.1, 
135,Blythe NE,Imperial/Coachella Valley,Dec 2022,,N,0.33, ,239, ,8.0,K,66.7,K,36.2, ,50.1, ,89, ,36, ,63,K,37.7,K,2.3, ,53.5, 
136,Oasis,Imperial/Coachella Valley,Jan 2022,3.19,K,0.00, ,273, ,6.3, ,75.0,L,45.0,K,58.8, ,61, ,18, ,37, ,31.9, ,4.2,K,56.4, 
136,Oasis,Imperial/Coachella Valley,Feb 2022,4.39,K,0.02, ,388, ,5.7, ,77.6,L,48.6,K,63.1,K,60,K,14,K,29,K,29.0,K,5.4,K,55.5, 
136,Oasis,Imperial/Coachella Valley,Mar 2022,6.66,K,0.02, ,494, ,8.7,K,88.4,L,53.8,K,70.8,K,65, ,15, ,33,K,39.4,K,5.5,K,61.4, 
136,Oasis,Imperial/Coachella Valley,Apr 2022,7.73,K,0.01,K,611, ,10.0,K,91.0,L,57.3,L,74.3,K,67,K,14,K,31,L,40.2,L,5.4,K,71.6,K
136,Oasis,Imperial/Coachella Valley,May 2022,9.18, ,0.10,K,672, ,10.6, ,95.2, ,61.4,K,79.5, ,58, ,14, ,31, ,45.3, ,5.7,K,78.3,K
136,Oasis,Imperial/Coachella Valley,Jun 2022,10.02,K,1.09,K,688, ,13.7, ,106.4,K,72.0,K,90.4,K,52, ,13, ,28,K,52.0,K,5.9,K,82.8,K
136,Oasis,Imperial/Coachella Valley,Jul 2022,9.73,K,0.30, ,614, ,19.4, ,111.4,L,79.2, ,96.4,K,56,K,18,K,33,K,61.3,K,5.4,K,85.9, 
136,Oasis,Imperial/Coachella Valley,Aug 2022,8.34,K,1.48, ,533, ,25.3,K,107.5,L,81.9, ,95.7,K,67,K,28,K,44,K,69.9,K,5.2,K,87.0, 
136,Oasis,Imperial/Coachella Valley,Sep 2022,6.29,K,1.49, ,432, ,24.3,K,110.2,L,77.1,K,91.6,K,69,K,30,K,48,L,67.8,L,4.6, ,84.0,K
136,Oasis,Imperial/Coachella Valley,Oct 2022,5.38,K,0.53, ,403,K,17.4,K,97.8,L,67.0,K,81.1,K,68, ,27, ,44,L,55.8,L,4.5, ,77.2,K
136,Oasis,Imperial/Coachella Valley,Nov 2022,3.66, ,0.00, ,315, ,6.7,K,75.3, ,46.8, ,61.0, ,58, ,19, ,36,K,33.1,K,4.9,K,64.3, 
136,Oasis,Imperial/Coachella Valley,Dec 2022,2.14, ,0.00, ,235, ,8.4,K,68.5,K,44.3, ,55.5, ,74, ,35, ,55,K,39.1,K,3.7, ,58.5,K
139,Winters,Sacramento Valley,Jan 2022,,N,0.37, ,225, ,8.7, ,61.6, ,35.4, ,47.8,K,100, ,49, ,77,K,40.3,K,2.9,K,49.1, 
139,Winters,Sacramento Valley,Feb 2022,,N,0.03,K,352,K,6.6,K,67.5,K,37.3,K,52.2,K,83, ,26, ,49,K,32.6,K,3.8,K,49.9, 
139,Winters,Sacramento Valley,Mar 2022,,N,0.52, ,453,K,8.6,K,71.5,K,43.3,K,57.7,K,86, ,29, ,53,K,38.8,K,3.6, ,54.5, 
139,Winters,Sacramento Valley,Apr 2022,,N,0.54,K,569,K,8.0,K,74.1,K,46.0, ,60.8,K,80, ,25, ,45,K,37.8,K,4.7,K,59.0, 
139,Winters,Sacramento Valley,May 2022,,N,0.16,K,664,K,8.4,K,81.7,K,52.8,K,68.5,K,70, ,20, ,36,K,39.0,K,4.9,K,63.8,K
139,Winters,Sacramento Valley,Jun 2022,,N,0.58,K,692,K,10.4,K,90.7,K,59.1,K,76.3,K,72, ,19, ,35,K,44.8,K,4.4, ,69.6, 
139,Winters,Sacramento Valley,Jul 2022,,N,0.67, ,694,K,13.1,K,94.7, ,57.3, ,76.0, ,88, ,21, ,43,K,51.6,K,3.5,K,73.8,K
139,Winters,Sacramento Valley,Aug 2022,,N,0.80, ,628,K,13.8, ,95.6, ,57.7,K,76.6,K,92,K,20,K,44, ,53.0, ,3.0, ,75.2, 
139,Winters,Sacramento Valley,Sep 2022,,N,1.28,K,490,K,12.9, ,90.2,K,57.9,K,74.2,K,86,K,25,K,51,L,51.6,L,3.1, ,71.3, 
139,Winters,Sacramento Valley,Oct 2022,,N,0.24,K,378,K,11.2, ,81.9, ,49.1,K,64.6,K,91, ,27, ,53,K,46.4,K,2.7, ,64.9, 
139,Winters,Sacramento Valley,Nov 2022,,N,0.91, ,216, ,7.1,K,63.8, ,35.5, ,48.9, ,96, ,32, ,60,K,34.8,K,3.0, ,53.2, 
139,Winters,Sacramento Valley,Dec 2022,,N,6.78,K,132, ,9.1,K,53.9,K,36.9,K,44.8,K,100, ,66, ,89,K,41.6,K,2.9, ,47.9, 
140,Twitchell Island,San Francisco Bay,Jan 2022,1.68, ,0.06, ,233, ,9.8,K,62.3, ,36.4, ,47.9, ,100, ,59, ,86,K,43.7,K,3.6, ,50.3, 
140,Twitchell Island,San Francisco Bay,Feb 2022,2.89, ,0.01, ,366,K,8.4,K,67.9,K,37.1,K,51.4, ,93, ,36, ,65,K,39.3,K,5.0,K,50.6, 
140,Twitchell Island,San Francisco Bay,Mar 2022,4.59,K,0.56,K,454,K,11.0,K,73.0,K,46.1,K,59.0,K,93,K,39,K,64,K,46.1,K,6.9, ,55.6, 
140,Twitchell Island,San Francisco Bay,Apr 2022,6.16,K,0.52, ,557,K,10.2,K,74.1,K,48.7, ,60.8,K,88, ,34, ,57,K,44.6,K,8.5, ,59.9, 
140,Twitchell Island,San Francisco Bay,May 2022,8.05, ,0.01, ,635,K,10.7,K,79.4,K,54.1,K,65.9,K,75, ,32, ,51,L,46.4,L,9.4, ,65.3, 
140,Twitchell Island,San Francisco Bay,Jun 2022,8.92, ,0.07, ,654,K,12.3,K,88.3,K,60.5,K,73.4,K,71, ,27, ,45,K,49.7,K,9.0, ,72.1, 
140,Twitchell Island,San Francisco Bay,Jul 2022,9.12,K,0.00,L,647,L,13.9,L,87.9,L,60.2,L,72.6,L,78,L,31,L,52,L,53.1,L,10.8,L,73.9,L
140,Twitchell Island,San Francisco Bay,Aug 2022,8.32,K,0.00, ,567,K,14.7, ,90.3,K,61.4,L,74.3,K,79,K,29,K,52,K,54.9,K,9.7, ,74.7, 
140,Twitchell Island,San Francisco Bay,Sep 2022,6.14,K,0.60, ,458, ,14.4,K,90.6,K,60.9,L,74.8,K,78,K,31,K,54,L,54.3,L,7.4, ,74.0,K
140,Twitchell Island,San Francisco Bay,Oct 2022,4.19, ,0.00, ,367, ,13.7, ,82.6,K,54.0, ,66.7,K,89, ,36, ,61,K,52.5,K,6.7,K,67.8,K
140,Twitchell Island,San Francisco Bay,Nov 2022,2.15, ,1.18,K,269,K,8.6, ,66.6, ,37.1, ,50.7, ,97, ,40, ,68, ,40.1, ,4.0, ,55.5, 
140,Twitchell Island,San Francisco Bay,Dec 2022,0.82, ,8.28, ,140, ,9.8,K,55.0,K,38.1,K,45.9, ,100, ,74, ,91,L,42.8,L,4.9,K,50.1, 
143,San Juan Valley,Monterey Bay,Jan 2022,,N,1.44,K,212,K,9.2, ,59.6, ,40.2,K,49.1, ,95, ,56, ,76, ,41.8, ,4.1,K,,M
143,San Juan Valley,Monterey Bay,Feb 2022,,N,2.86, ,297, ,7.7, ,60.1,K,35.7, ,46.7, ,90, ,47, ,71, ,37.4, ,3.9,K,,M
143,San Juan Valley,Monterey Bay,Mar 2022,0.48,L,5.91,K,369,K,9.9, ,61.1, ,42.0,K,50.4, ,93, ,58, ,78, ,43.5, ,4.4,K,55.1,L
143,San Juan Valley,Monterey Bay,Apr 2022,5.57,K,0.86, ,578,K,9.7, ,71.9,K,40.2, ,55.4,K,94, ,39, ,65,K,43.5,K,4.7, ,58.4, 
143,San Juan Valley,Monterey Bay,May 2022,7.08,K,0.02, ,679,K,10.4, ,76.0,K,43.4,K,59.1,K,93,K,35,K,60,K,45.1,K,5.3,K,63.8, 
143,San Juan Valley,Monterey Bay,Jun 2022,7.95,K,0.00, ,706,K,12.1,K,85.1,K,49.5,K,66.6,K,89,K,29,K,56,L,48.9,L,5.3, ,69.6, 
143,San Juan Valley,Monterey Bay,Jul 2022,7.70, ,0.00, ,661, ,13.6, ,83.0, ,51.4, ,65.0, ,93, ,37, ,65, ,52.7, ,5.5, ,71.0, 
143,San Juan Valley,Monterey Bay,Aug 2022,6.94, ,0.05,K,589,K,14.2,K,85.3,K,52.7,K,66.0,K,93,K,36,K,65,K,53.9,K,5.2,K,71.6,K
143,San Juan Valley,Monterey Bay,Sep 2022,5.76,K,0.27, ,482,K,13.3, ,88.1,K,54.4,K,68.5,K,85, ,32, ,59,L,52.3,L,4.8, ,70.1, 
143,San Juan Valley,Monterey Bay,Oct 2022,3.00,L,0.02,K,365,K,11.5,K,78.0, ,46.9, ,58.8,K,92,K,39,K,68,K,47.6,K,4.1,K,66.3,L
143,San Juan Valley,Monterey Bay,Nov 2022,,N,2.35, ,274, ,7.8, ,66.3, ,35.9, ,49.1, ,92, ,37, ,65, ,37.5, ,3.1,K,,M
143,San Juan Valley,Monterey Bay,Dec 2022,,N,7.63,L,174,L,9.7,L,59.0,L,38.5,L,47.4,L,98,L,64,L,86,L,43.2,L,2.9,L,,M
144,Petaluma East,North Coast Valleys,Jan 2022,1.44,K,0.69,K,227,K,9.2,K,61.4, ,35.8,K,47.2,K,96, ,61, ,83,K,41.9,K,1.0,K,52.2, 
144,Petaluma East,North Coast Valleys,Feb 2022,2.43,K,0.52,K,363,K,7.9, ,65.9,K,32.6, ,47.6,K,93, ,42, ,70,K,38.1,K,2.1,K,53.5, 
144,Petaluma East,North Coast Valleys,Mar 2022,3.63, ,1.21,K,421,K,9.7, ,66.2,K,37.6, ,50.9,K,94, ,51, ,76,K,43.3,K,3.7,K,58.2, 
144,Petaluma East,North Coast Valleys,Apr 2022,4.77,K,1.80, ,543, ,9.9, ,66.2,K,39.2, ,52.6,K,93,K,51,K,73,K,44.1,K,4.1,K,62.2, 
144,Petaluma East,North Coast Valleys,May 2022,6.27,K,0.18, ,654,K,10.9,K,71.7,K,43.3, ,57.4,K,92,K,46,K,68,K,46.3,K,4.3,K,67.0, 
144,Petaluma East,North Coast Valleys,Jun 2022,6.69,K,0.99, ,687,K,13.2,K,78.2,K,49.4, ,62.6,K,92, ,47, ,67,L,51.1,L,3.8, ,72.6, 
144,Petaluma East,North Coast Valleys,Jul 2022,6.44, ,0.92, ,653,K,14.2,K,77.8, ,51.0, ,61.6, ,95, ,53, ,76,L,53.7,L,3.7, ,74.7, 
144,Petaluma East,North Coast Valleys,Aug 2022,6.04, ,0.72,K,595, ,15.1, ,82.7,K,51.9, ,64.3, ,95, ,47, ,73, ,55.5, ,3.4, ,75.0,K
144,Petaluma East,North Coast Valleys,Sep 2022,4.53,K,1.12,K,448, ,14.3, ,83.4,L,52.1,K,64.1,L,93, ,43, ,73,L,54.1,L,3.5,K,72.4,K
144,Petaluma East,North Coast Valleys,Oct 2022,3.28, ,0.55,K,359,K,12.0, ,75.2, ,45.9, ,57.3, ,94, ,47, ,74, ,49.0, ,3.3,K,66.6, 
144,Petaluma East,North Coast Valleys,Nov 2022,1.89, ,0.38,K,263,K,8.0, ,64.5, ,33.1, ,46.8, ,93, ,44, ,73, ,38.2, ,2.9, ,55.0, 
144,Petaluma East,North Coast Valleys,Dec 2022,0.98, ,7.57, ,152, ,9.1,K,55.7, ,36.2,K,45.1,K,96, ,68, ,86,L,40.9,L,3.3, ,50.4, 
146,Belridge,San Joaquin Valley,Jan 2022,1.82, ,0.12, ,240, ,8.5, ,61.2, ,36.1, ,47.4, ,93, ,51, ,76, ,39.9, ,2.9, ,50.6, 
146,Belridge,San Joaquin Valley,Feb 2022,3.15, ,0.20, ,371,K,6.0,K,68.1,K,35.3,K,51.1,K,74, ,26, ,46,K,30.9,K,4.1,K,53.5, 
146,Belridge,San Joaquin Valley,Mar 2022,4.82, ,1.20, ,471,K,7.7,K,74.4,K,41.1,K,58.2,K,75, ,26, ,47,K,37.0,K,4.5, ,61.1, 
146,Belridge,San Joaquin Valley,Apr 2022,6.26, ,0.22, ,593,K,8.0,K,78.0,K,45.4,K,62.2,K,70, ,23, ,42,K,38.2,K,4.6, ,67.2, 
146,Belridge,San Joaquin Valley,May 2022,7.96, ,0.00, ,697,K,9.1,K,84.2, ,50.4,K,68.7,K,61, ,23, ,37,K,41.3,K,4.4, ,73.6, 
146,Belridge,San Joaquin Valley,Jun 2022,8.58, ,0.00, ,711, ,11.6, ,94.5,K,59.3,K,77.7,K,56, ,21, ,36,K,47.9,K,4.2, ,77.8, 
146,Belridge,San Joaquin Valley,Jul 2022,8.81, ,0.00, ,678, ,13.3, ,99.3,K,64.0,K,81.8, ,60, ,22, ,36, ,51.8, ,3.9, ,80.8, 
146,Belridge,San Joaquin Valley,Aug 2022,8.20, ,0.00, ,624, ,14.7, ,100.6, ,65.5,K,82.5,K,61, ,23, ,39,K,54.6,K,3.6, ,80.3, 
146,Belridge,San Joaquin Valley,Sep 2022,5.99, ,1.57, ,505, ,14.5,K,93.8,K,62.6,K,77.5,K,66,K,29,K,45,L,53.7,L,3.6,K,76.3, 
146,Belridge,San Joaquin Valley,Oct 2022,4.34,K,0.31,K,404, ,11.2, ,83.6, ,51.9, ,66.4, ,68, ,31, ,49, ,46.7, ,3.2,K,67.1, 
146,Belridge,San Joaquin Valley,Nov 2022,2.32, ,0.49, ,290, ,7.1, ,65.2, ,34.5,K,48.4,K,83, ,37, ,61,K,35.3,K,3.3,K,54.4, 
146,Belridge,San Joaquin Valley,Dec 2022,1.07, ,2.15, ,159, ,8.9,K,54.2,K,37.1, ,45.0, ,97, ,68, ,86,K,41.0,K,3.5,K,50.4, 
147,Otay Lake,South Coast Valleys,Jan 2022,2.86, ,0.42,K,319,K,7.7, ,70.0, ,44.8, ,55.7, ,72, ,30, ,51, ,36.8, ,3.7,K,56.5, 
147,Otay Lake,South Coast Valleys,Feb 2022,3.60, ,0.00, ,430,K,6.2,K,71.4,K,43.7, ,56.3,K,64, ,24, ,42,K,31.2,K,4.7, ,56.4, 
147,Otay Lake,South Coast Valleys,Mar 2022,4.79,K,0.00, ,520,K,9.4,K,71.2,K,47.1, ,57.8,K,80,K,39,K,58,K,42.2,K,4.5,K,60.3, 
147,Otay Lake,South Coast Valleys,Apr 2022,5.64,K,0.13,K,609,K,11.6,K,72.6,K,51.1,K,60.5,L,87,K,46,K,68,L,48.8,L,4.4,K,65.4,K
147,Otay Lake,South Coast Valleys,May 2022,6.30,K,0.12,K,661,K,13.2,K,72.1,K,53.3,K,61.6,K,91, ,54, ,72,L,52.1,L,4.2,K,68.8, 
147,Otay Lake,South Coast Valleys,Jun 2022,7.19, ,0.09,K,740,K,16.9, ,79.2, ,57.9, ,67.5, ,94, ,54, ,74, ,58.6, ,3.8, ,73.8, 
147,Otay Lake,South Coast Valleys,Jul 2022,6.76, ,0.00, ,671,K,18.5, ,79.1, ,61.2, ,68.8, ,95, ,59, ,77, ,61.3, ,3.7, ,75.9, 
147,Otay Lake,South Coast Valleys,Aug 2022,6.53, ,0.00,K,585,K,20.6,K,84.5, ,64.6, ,73.2,K,96,K,54,K,74, ,64.4, ,3.5,K,78.0,K
147,Otay Lake,South Coast Valleys,Sep 2022,4.91,K,0.00, ,463, ,20.2,K,85.9,K,64.3,K,73.9,K,96,K,50,K,71,K,63.6,K,3.6,K,77.1,K
147,Otay Lake,South Coast Valleys,Oct 2022,3.59, ,0.02,K,374,K,16.2, ,76.2, ,57.5, ,65.5,K,96, ,55, ,75,K,57.0,K,3.8, ,71.8, 
147,Otay Lake,South Coast Valleys,Nov 2022,2.90, ,1.91,K,332,K,8.8, ,70.4, ,45.6,K,56.6, ,81, ,35, ,56, ,39.9, ,4.7,K,61.3, 
147,Otay Lake,South Coast Valleys,Dec 2022,2.00, ,0.06, ,249,K,9.6,K,66.5,K,44.8, ,53.9,K,86, ,46, ,68,K,42.9,K,4.0, ,57.0, 
148,Merced,San Joaquin Valley,Jan 2022,1.51, ,0.18,K,229,K,8.5, ,60.4, ,32.0, ,44.2, ,100, ,58, ,86, ,40.2, ,2.2, ,48.3, 
148,Merced,San Joaquin Valley,Feb 2022,2.59, ,0.24, ,359,K,7.2,K,66.9,K,30.3,K,46.7, ,98, ,33, ,66,K,35.9,K,2.8, ,48.5, 
148,Merced,San Joaquin Valley,Mar 2022,4.15, ,0.94, ,441,K,9.3, ,72.4,K,38.9, ,55.0,K,95, ,33, ,62,K,41.9,K,4.0,K,54.6,K
148,Merced,San Joaquin Valley,Apr 2022,5.57,K,0.65,K,550,K,9.4,K,74.9,K,44.2,K,59.6,K,90,K,30,K,54,K,42.5,K,4.7,K,59.9,K
148,Merced,San Joaquin Valley,May 2022,7.79, ,0.00, ,685,K,10.6,K,82.6, ,48.9,K,66.2,K,87, ,26, ,48,K,45.5,K,5.1, ,64.6,K
148,Merced,San Joaquin Valley,Jun 2022,8.32, ,0.05, ,689,K,12.5, ,92.7, ,56.3, ,75.8, ,78, ,23, ,41, ,50.1, ,4.6, ,72.6,K
148,Merced,San Joaquin Valley,Jul 2022,8.68, ,0.00, ,681,K,14.5,K,95.6, ,60.2,K,78.5, ,78, ,25, ,44,K,54.2,K,4.7, ,75.1, 
148,Merced,San Joaquin Valley,Aug 2022,7.45, ,0.00,K,610,K,15.6,K,97.3, ,58.7,K,78.4,K,87,K,26,K,47,K,56.5,K,3.3,K,77.3,K
148,Merced,San Joaquin Valley,Sep 2022,5.32,K,0.46, ,480, ,15.1,K,92.9,K,57.1,K,74.1,K,90,K,29,K,54,L,54.9,L,2.8, ,73.1,K
148,Merced,San Joaquin Valley,Oct 2022,3.87,K,0.04, ,395,K,12.2, ,83.3, ,45.1, ,62.5, ,98, ,31, ,62, ,49.2, ,2.6, ,63.3, 
148,Merced,San Joaquin Valley,Nov 2022,1.61, ,1.12, ,219, ,8.0, ,63.4, ,32.1, ,45.0, ,99, ,43, ,77, ,38.3, ,2.4, ,51.4,K
148,Merced,San Joaquin Valley,Dec 2022,0.86,K,7.22, ,145, ,9.2,K,53.4,K,37.0, ,44.5, ,99, ,73, ,91,K,42.0,K,3.7,K,48.7, 
150,Miramar,South Coast Valleys,Jan 2022,2.14,K,0.40, ,273, ,8.8, ,68.8, ,43.3, ,55.0, ,86, ,35, ,60, ,40.4, ,1.3, ,54.2, 
150,Miramar,South Coast Valleys,Feb 2022,2.98,K,0.70,K,392,K,6.6,K,71.0,K,41.3,K,55.8,K,73,K,25,K,46,K,32.8,K,1.9, ,54.0, 
150,Miramar,South Coast Valleys,Mar 2022,4.09,K,1.72, ,481,K,10.4,K,70.3,K,46.4, ,57.8,K,89, ,42, ,64,K,44.8,K,1.6,K,59.7, 
150,Miramar,South Coast Valleys,Apr 2022,4.86,K,0.28, ,549, ,11.8,K,70.6,L,50.6, ,60.0,L,88,K,46,K,69,L,49.2,L,2.6, ,66.5, 
150,Miramar,South Coast Valleys,May 2022,5.49,K,0.02, ,568, ,13.0,K,71.3,K,53.6,K,61.6,K,87,K,54,K,74,L,52.5,L,3.4, ,72.4, 
150,Miramar,South Coast Valleys,Jun 2022,6.57, ,0.01, ,651, ,16.7, ,78.4, ,59.0,K,67.3,K,94, ,52, ,73,K,58.4,K,3.9, ,79.0,K
150,Miramar,South Coast Valleys,Jul 2022,6.42, ,0.00, ,615, ,18.2, ,79.1, ,62.7, ,69.1, ,91, ,57, ,75, ,60.8, ,3.8, ,82.6,K
150,Miramar,South Coast Valleys,Aug 2022,6.33, ,0.04, ,571, ,20.3, ,83.5,K,65.8, ,73.0, ,93, ,52, ,73, ,63.9, ,3.8,K,82.1,L
150,Miramar,South Coast Valleys,Sep 2022,5.00,K,0.30, ,467, ,20.0, ,85.1,K,64.9,K,73.9,K,93,K,48,K,71,L,63.2,L,3.8,K,80.5,L
150,Miramar,South Coast Valleys,Oct 2022,3.36, ,0.20, ,341, ,16.2, ,76.4,K,58.9, ,66.1,K,93, ,53, ,74,K,57.1,K,3.4, ,74.0,L
150,Miramar,South Coast Valleys,Nov 2022,2.89, ,1.00,K,307, ,8.8,K,69.3, ,45.2, ,56.6, ,84, ,34, ,56,K,39.6,K,3.8,K,59.7, 
150,Miramar,South Coast Valleys,Dec 2022,1.91, ,2.11, ,231, ,9.9,K,65.3,K,44.1,K,53.7,K,91, ,46, ,70,K,43.7,K,3.1,K,55.1, 
151,Ripley,Imperial/Coachella Valley,Jan 2022,2.44, ,0.00, ,320,K,6.8, ,71.8, ,37.6,K,53.5,K,76, ,28, ,48,K,34.0,K,1.9, ,57.0,L
151,Ripley,Imperial/Coachella Valley,Feb 2022,3.19,K,0.00, ,419,K,6.8, ,74.5,K,37.4,K,55.6,K,71, ,27, ,45,K,34.0,K,2.2, ,54.1,K
151,Ripley,Imperial/Coachella Valley,Mar 2022,5.36,K,0.07, ,509,K,8.8, ,83.2,K,46.2,K,64.9, ,70, ,23, ,41, ,40.2, ,2.8, ,59.7, 
151,Ripley,Imperial/Coachella Valley,Apr 2022,6.75,K,0.00, ,602, ,11.2,K,92.4,K,52.5,K,72.9, ,71, ,22, ,40,K,46.6,K,2.8, ,66.3, 
151,Ripley,Imperial/Coachella Valley,May 2022,8.14,K,0.02, ,662, ,13.3,K,98.4,K,59.7,K,79.4, ,67, ,23, ,39,K,51.2,K,3.0,K,71.2, 
151,Ripley,Imperial/Coachella Valley,Jun 2022,8.86,K,0.00, ,625, ,18.5,K,108.0,L,70.1,K,89.7,K,64,K,24,K,38,L,59.4,L,4.4,K,80.6,K
151,Ripley,Imperial/Coachella Valley,Jul 2022,8.49,K,0.00, ,548, ,23.8, ,109.3,L,78.5,K,94.0,K,66,K,28,K,44,K,68.0,K,4.8,K,87.0,K
151,Ripley,Imperial/Coachella Valley,Aug 2022,6.75,K,0.81, ,524, ,30.7,K,104.4,L,79.2,K,91.1,K,87,K,42,K,62,K,75.9,K,3.6,K,86.0, 
151,Ripley,Imperial/Coachella Valley,Sep 2022,5.93,K,0.00, ,451, ,22.0,K,102.3, ,74.3,K,87.8,K,77, ,28, ,49,K,65.7,K,3.5, ,84.8, 
151,Ripley,Imperial/Coachella Valley,Oct 2022,4.42,K,0.72, ,435,K,16.4,K,91.3,K,60.5,K,75.1,K,82, ,29, ,52,K,55.7,K,2.3,K,72.4, 
151,Ripley,Imperial/Coachella Valley,Nov 2022,3.03,K,0.00, ,350,K,7.4, ,72.6, ,41.1, ,56.8, ,76, ,26, ,46, ,35.7, ,3.0,K,56.6, 
151,Ripley,Imperial/Coachella Valley,Dec 2022,1.90,K,0.33,K,273,K,9.7,K,69.6,K,40.0,K,53.1,K,92, ,43, ,69,L,42.6,L,2.0, ,51.2, 
152,Camarillo,Central Coast Valleys,Jan 2022,2.16,K,0.02,K,272, ,7.3,K,68.9, ,44.0, ,57.1, ,78, ,30, ,49,K,34.3,K,1.0,K,50.2,K
152,Camarillo,Central Coast Valleys,Feb 2022,3.63,K,0.12,K,409,K,6.2,K,71.8,K,42.8, ,58.0,K,72, ,22, ,40,K,30.5,K,3.1,K,51.0,K
152,Camarillo,Central Coast Valleys,Mar 2022,4.80,K,1.09,K,506,K,10.0,K,71.1,K,44.3, ,57.2,K,92, ,39, ,63,K,43.5,K,3.9,K,54.4,K
152,Camarillo,Central Coast Valleys,Apr 2022,5.26,K,0.38, ,585,K,11.6, ,70.5,L,47.1,K,58.3,L,96,K,47,K,72,L,48.7,L,4.0,K,59.9,K
152,Camarillo,Central Coast Valleys,May 2022,6.04,K,0.01,K,650,K,13.0,K,70.3,K,49.0,K,59.7, ,97, ,55, ,75,K,51.1,K,3.9, ,63.9,K
152,Camarillo,Central Coast Valleys,Jun 2022,6.48, ,1.22, ,690,K,16.6, ,76.0, ,54.9, ,65.0, ,99, ,58, ,79, ,58.2, ,3.8, ,69.4, 
152,Camarillo,Central Coast Valleys,Jul 2022,6.48, ,2.18, ,668, ,17.6, ,76.4, ,57.8, ,66.1, ,99, ,61, ,80, ,59.9, ,3.7, ,71.7,K
152,Camarillo,Central Coast Valleys,Aug 2022,6.36,K,2.41, ,621, ,17.9, ,80.0, ,57.8, ,68.1, ,99, ,55, ,76, ,60.3, ,3.5, ,70.5,K
152,Camarillo,Central Coast Valleys,Sep 2022,5.04,K,1.99,K,499, ,19.1,K,82.9,L,60.1,K,70.7,L,98,K,52,K,74,L,62.0,L,3.0,K,69.9, 
152,Camarillo,Central Coast Valleys,Oct 2022,3.55,K,1.09, ,378, ,15.3,K,75.7, ,54.3, ,63.8, ,95, ,54, ,75,K,55.0,K,2.7, ,63.9,K
152,Camarillo,Central Coast Valleys,Nov 2022,3.16,K,1.76, ,315, ,7.9,K,69.4, ,44.3,K,56.5, ,79, ,32, ,53,K,35.9,K,4.0,K,52.6,K
152,Camarillo,Central Coast Valleys,Dec 2022,1.71,K,2.98, ,219, ,10.2,K,64.6,K,45.1,K,54.0, ,91, ,50, ,72,K,43.9,K,2.9, ,50.6,K
153,Escondido SPV,South Coast Valleys,Jan 2022,2.40,K,0.11,K,294,K,9.0,K,72.3, ,40.4,K,55.5,K,88, ,35, ,61,K,40.9,K,1.6,K,52.8, 
